dan - 170928.042783	0.000302	0.266399
dan - 170928.043924	0.000305	0.267488
dan - 170928.045106	0.000318	0.268645
dan - 170928.046247	0.000308	0.269736
dan - 170928.047387	0.000309	0.270833
dan - 170928.048523	0.000309	0.271935
dan - 170928.049667	0.000312	0.273031
dan - 170928.050809	0.000313	0.274121
dan - 170928.051949	0.000314	0.275217
dan - 170928.053117	0.000323	0.276331
dan - 170928.054247	0.000314	0.277422
dan - 170928.055369	0.000312	0.278509
dan - 170928.056500	0.000316	0.279595
dan - 170928.057641	0.000320	0.280692
dan - 170928.058780	0.000321	0.281778
dan - 170928.059918	0.000322	0.282875
dan - 170928.061097	0.000335	0.284014
dan - 170928.062260	0.000331	0.285098
dan - 170928.063364	0.000316	0.286179
dan - 170928.064530	0.000335	0.287293
dan - 170928.065652	0.000323	0.288370
dan - 170928.066782	0.000327	0.289452
dan - 170928.067919	0.000330	0.290539
dan - 170928.069125	0.000352	0.291688
dan - 170928.070257	0.000331	0.292769
dan - 170928.071387	0.000332	0.293856
dan - 170928.072528	0.000337	0.294937
dan - 170928.073660	0.000335	0.296027
dan - 170928.074809	0.000341	0.297127
dan - 170928.075956	0.000342	0.298219
dan - 170928.077105	0.000344	0.299318
dan - 170928.078253	0.000345	0.300392
dan - 170928.079363	0.000335	0.301471
dan - 170928.080495	0.000343	0.302550
dan - 170928.081627	0.000344	0.303629
dan - 170928.082761	0.000345	0.304707
dan - 170928.083904	0.000350	0.305785
dan - 170928.085099	0.000367	0.306876
dan - 170928.086122	0.000315	0.307907
dan - 170928.087260	0.000352	0.308980
dan - 170928.088403	0.000354	0.310066
dan - 170928.089549	0.000357	0.311160
dan - 170928.090691	0.000357	0.312242
dan - 170928.091823	0.000354	0.313326
dan - 170928.092963	0.000359	0.314400
dan - 170928.094105	0.000360	0.315492
dan - 170928.095230	0.000356	0.316560
dan - 170928.096371	0.000362	0.317633
dan - 170928.097523	0.000367	0.318729
dan - 170928.098666	0.000366	0.319805
dan - 170928.099814	0.000368	0.320897
dan - 170928.100947	0.000365	0.321966
dan - 170928.102083	0.000367	0.323054
dan - 170928.103218	0.000368	0.324119
dan - 170928.104377	0.000377	0.325210
dan - 170928.105511	0.000370	0.326291
dan - 170928.106654	0.000374	0.327370
dan - 170928.107794	0.000375	0.328451
dan - 170928.108938	0.000377	0.329529
dan - 170928.110122	0.000391	0.330651
dan - 170928.111247	0.000373	0.331713
dan - 170928.112390	0.000380	0.332786
dan - 170928.113532	0.000381	0.333861
dan - 170928.114674	0.000382	0.334934
dan - 170928.115816	0.000384	0.336010
dan - 170928.116959	0.000385	0.337090
dan - 170928.118261	0.000441	0.338194
dan - 170928.119250	0.000335	0.339253
dan - 170928.120387	0.000387	0.340315
dan - 170928.121528	0.000390	0.341387
dan - 170928.122672	0.000392	0.342463
dan - 170928.123820	0.000394	0.343540
dan - 170928.124961	0.000394	0.344612
dan - 170928.126161	0.000415	0.345732
dan - 170928.127285	0.000390	0.346800
dan - 170928.128425	0.000397	0.347868
dan - 170928.129568	0.000399	0.348940
dan - 170928.130717	0.000402	0.350013
dan - 170928.131851	0.000398	0.351079
dan - 170928.132984	0.000399	0.352147
dan - 170928.134188	0.000425	0.353220
dan - 170928.135270	0.000383	0.354279
dan - 170928.136409	0.000404	0.355343
dan - 170928.137546	0.000405	0.356406
dan - 170928.138692	0.000410	0.357483
dan - 170928.139833	0.000409	0.358541
dan - 170928.140986	0.000415	0.359609
dan - 170928.142116	0.000408	0.360671
dan - 170928.143243	0.000408	0.361723
dan - 170928.144395	0.000418	0.362803
dan - 170928.145529	0.000413	0.363853
dan - 170928.146661	0.000413	0.364908
dan - 170928.147797	0.000416	0.365959
dan - 170928.148946	0.000421	0.367036
dan - 170928.150138	0.000439	0.368132
dan - 170928.151282	0.000422	0.369203
dan - 170928.152410	0.000418	0.370259
dan - 170928.153543	0.000421	0.371306
dan - 170928.154679	0.000423	0.372367
dan - 170928.155823	0.000427	0.373422
dan - 170928.156959	0.000426	0.374465
dan - 170928.158158	0.000450	0.375551
dan - 170928.159310	0.000434	0.376635
dan - 170928.160447	0.000429	0.377695
dan - 170928.161596	0.000435	0.378747
dan - 170928.162744	0.000436	0.379808
dan - 170928.163882	0.000434	0.380876
dan - 170928.165077	0.000456	0.381935
dan - 170928.166138	0.000407	0.382978
dan - 170928.167266	0.000433	0.384013
dan - 170928.168397	0.000436	0.385056
dan - 170928.169546	0.000444	0.386122
dan - 170928.170677	0.000438	0.387160
dan - 170928.171809	0.000440	0.388210
dan - 170928.172951	0.000444	0.389256
dan - 170928.174130	0.000460	0.390336
dan - 170928.175266	0.000445	0.391378
dan - 170928.176404	0.000446	0.392427
dan - 170928.177539	0.000447	0.393471
dan - 170928.178930	0.000549	0.394755
dan - 170928.180092	0.000460	0.395830
dan - 170928.181221	0.000448	0.396858
dan - 170928.182362	0.000454	0.397897
dan - 170928.183495	0.000452	0.398951
dan - 170928.184646	0.000461	0.399988
dan - 170928.185768	0.000450	0.401035
dan - 170928.186899	0.000455	0.402066
dan - 170928.188109	0.000488	0.403170
dan - 170928.189246	0.000460	0.404203
dan - 170928.190504	0.000510	0.405369
dan - 170928.191649	0.000466	0.406415
dan - 170928.192795	0.000467	0.407462
dan - 170928.193939	0.000467	0.408491
dan - 170928.195118	0.000483	0.409583
dan - 170928.196276	0.000476	0.410621
dan - 170928.197414	0.000468	0.411660
dan - 170928.198555	0.000471	0.412700
dan - 170928.199703	0.000475	0.413748
dan - 170928.200843	0.000473	0.414783
dan - 170928.201980	0.000473	0.415826
dan - 170928.203119	0.000475	0.416862
dan - 170928.204254	0.000474	0.417893
dan - 170928.205391	0.000476	0.418929
dan - 170928.206537	0.000481	0.419967
dan - 170928.207669	0.000477	0.420994
dan - 170928.208811	0.000482	0.422020
dan - 170928.209959	0.000486	0.423063
dan - 170928.211129	0.000496	0.424117
dan - 170928.212251	0.000477	0.425146
dan - 170928.213395	0.000487	0.426172
dan - 170928.214538	0.000488	0.427209
dan - 170928.215674	0.000486	0.428240
dan - 170928.216810	0.000488	0.429267
dan - 170928.217950	0.000491	0.430288
dan - 170928.219118	0.000504	0.431358
dan - 170928.220250	0.000489	0.432370
dan - 170928.221391	0.000495	0.433391
dan - 170928.222535	0.000497	0.434425
dan - 170928.223676	0.000497	0.435453
dan - 170928.224815	0.000497	0.436478
dan - 170928.225946	0.000495	0.437500
dan - 170928.227113	0.000512	0.438537
dan - 170928.228250	0.000500	0.439563
dan - 170928.229391	0.000502	0.440587
dan - 170928.230537	0.000506	0.441615
dan - 170928.231666	0.000500	0.442627
dan - 170928.232796	0.000501	0.443649
dan - 170928.233937	0.000508	0.444663
dan - 170928.235095	0.000516	0.445700
dan - 170928.236223	0.000504	0.446707
dan - 170928.237340	0.000500	0.447718
dan - 170928.238471	0.000508	0.448729
dan - 170928.239625	0.000519	0.449751
dan - 170928.240756	0.000510	0.450777
dan - 170928.241894	0.000514	0.451791
dan - 170928.243084	0.000539	0.452803
dan - 170928.244116	0.000468	0.453768
dan - 170928.245246	0.000514	0.454769
dan - 170928.246406	0.000529	0.455806
dan - 170928.247538	0.000517	0.456814
dan - 170928.248675	0.000520	0.457819
dan - 170928.249830	0.000530	0.458841
dan - 170928.250962	0.000521	0.459851
dan - 170928.252126	0.000536	0.460891
dan - 170928.253262	0.000525	0.461889
dan - 170928.254394	0.000524	0.462900
dan - 170928.255539	0.000532	0.463915
dan - 170928.256684	0.000532	0.464922
dan - 170928.257809	0.000524	0.465933
dan - 170928.258948	0.000532	0.466941
dan - 170928.260136	0.000556	0.467990
dan - 170928.261266	0.000530	0.468981
dan - 170928.262496	0.000578	0.470075
dan - 170928.263632	0.000535	0.471071
dan - 170928.264778	0.000541	0.472081
dan - 170928.265912	0.000536	0.473088
dan - 170928.267121	0.000573	0.474144
dan - 170928.268243	0.000533	0.475134
dan - 170928.269374	0.000539	0.476128
dan - 170928.270515	0.000544	0.477131
dan - 170928.271654	0.000544	0.478125
dan - 170928.272794	0.000547	0.479123
dan - 170928.273936	0.000548	0.480125
dan - 170928.275107	0.000563	0.481158
dan - 170928.276303	0.000577	0.482207
dan - 170928.277432	0.000546	0.483199
dan - 170928.278564	0.000548	0.484189
dan - 170928.279701	0.000552	0.485177
dan - 170928.280841	0.000554	0.486179
dan - 170928.281978	0.000554	0.487174
dan - 170928.283115	0.000555	0.488166
dan - 170928.284240	0.000550	0.489148
dan - 170928.285378	0.000558	0.490133
dan - 170928.286519	0.000560	0.491125
dan - 170928.287658	0.000560	0.492124
dan - 170928.288800	0.000563	0.493111
dan - 170928.289936	0.000561	0.494106
dan - 170928.291118	0.000585	0.495125
dan - 170928.292228	0.000551	0.496099
dan - 170928.293363	0.000564	0.497079
dan - 170928.294505	0.000569	0.498068
dan - 170928.295649	0.000571	0.499060
dan - 170928.296793	0.000572	0.500051
dan - 170928.297935	0.000572	0.501036
dan - 170928.299111	0.000590	0.502070
dan - 170928.300239	0.000567	0.503039
dan - 170928.301375	0.000573	0.504026
dan - 170928.302510	0.000573	0.505000
dan - 170928.303647	0.000576	0.505988
dan - 170928.304797	0.000583	0.506973
dan - 170928.305931	0.000576	0.507956
dan - 170928.307098	0.000594	0.508952
dan - 170928.308227	0.000576	0.509929
dan - 170928.309361	0.000580	0.510900
dan - 170928.310496	0.000581	0.511875
dan - 170928.311649	0.000592	0.512861
dan - 170928.312775	0.000578	0.513838
dan - 170928.313907	0.000583	0.514804
dan - 170928.315116	0.000623	0.515831
dan - 170928.316234	0.000578	0.516793
dan - 170928.317375	0.000591	0.517768
dan - 170928.318516	0.000592	0.518741
dan - 170928.319655	0.000592	0.519722
dan - 170928.320812	0.000602	0.520710
dan - 170928.321947	0.000592	0.521675
dan - 170928.323118	0.000612	0.522667
dan - 170928.324266	0.000601	0.523648
dan - 170928.325406	0.000598	0.524622
dan - 170928.326562	0.000608	0.525604
dan - 170928.327700	0.000599	0.526570
dan - 170928.328835	0.000599	0.527542
dan - 170928.329958	0.000594	0.528498
dan - 170928.331142	0.000627	0.529490
dan - 170928.332257	0.000591	0.530443
dan - 170928.333388	0.000601	0.531405
dan - 170928.334532	0.000609	0.532366
dan - 170928.335670	0.000607	0.533336
dan - 170928.336798	0.000603	0.534299
dan - 170928.337935	0.000608	0.535253
dan - 170928.339101	0.000625	0.536234
dan - 170928.340230	0.000607	0.537185
dan - 170928.341379	0.000619	0.538158
dan - 170928.342518	0.000614	0.539113
dan - 170928.343660	0.000617	0.540074
dan - 170928.344806	0.000620	0.541034
dan - 170928.345950	0.000620	0.542000
dan - 170928.347105	0.000627	0.542976
dan - 170928.348229	0.000611	0.543920
dan - 170928.349366	0.000620	0.544873
dan - 170928.350499	0.000619	0.545823
dan - 170928.351645	0.000626	0.546777
dan - 170928.352782	0.000623	0.547729
dan - 170928.353912	0.000620	0.548679
dan - 170928.355104	0.000655	0.549682
dan - 170928.356250	0.000631	0.550631
dan - 170928.357379	0.000623	0.551579
dan - 170928.358513	0.000626	0.552520
dan - 170928.359644	0.000626	0.553463
dan - 170928.360776	0.000628	0.554404
dan - 170928.361924	0.000638	0.555354
dan - 170928.363096	0.000652	0.556334
dan - 170928.364244	0.000639	0.557286
dan - 170928.365387	0.000638	0.558228
dan - 170928.366519	0.000633	0.559180
dan - 170928.367665	0.000642	0.560116
dan - 170928.368785	0.000629	0.561053
dan - 170928.369926	0.000641	0.562003
dan - 170928.371098	0.000660	0.562964
dan - 170928.372233	0.000640	0.563894
dan - 170928.373374	0.000644	0.564836
dan - 170928.374510	0.000643	0.565781
dan - 170928.375638	0.000639	0.566719
dan - 170928.376778	0.000648	0.567651
dan - 170928.377918	0.000648	0.568589
dan - 170928.379096	0.000671	0.569565
dan - 170928.380241	0.000653	0.570497
dan - 170928.381409	0.000667	0.571434
dan - 170928.382514	0.000633	0.572363
dan - 170928.383646	0.000649	0.573299
dan - 170928.384791	0.000657	0.574222
dan - 170928.385956	0.000670	0.575174
dan - 170928.387114	0.000668	0.576119
dan - 170928.388249	0.000655	0.577050
dan - 170928.389380	0.000654	0.577986
dan - 170928.390545	0.000674	0.578920
dan - 170928.391711	0.000676	0.579860
dan - 170928.392822	0.000646	0.580785
dan - 170928.393983	0.000675	0.581717
dan - 170928.395128	0.000667	0.582659
dan - 170928.396254	0.000658	0.583578
dan - 170928.397386	0.000661	0.584495
dan - 170928.398524	0.000667	0.585413
dan - 170928.399665	0.000669	0.586335
dan - 170928.400795	0.000663	0.587257
dan - 170928.401954	0.000682	0.588173
dan - 170928.403114	0.000683	0.589139
dan - 170928.404246	0.000668	0.590043
dan - 170928.405388	0.000675	0.590963
dan - 170928.406532	0.000677	0.591886
dan - 170928.407675	0.000678	0.592807
dan - 170928.408812	0.000675	0.593727
dan - 170928.409953	0.000678	0.594637
dan - 170928.411111	0.000690	0.595572
dan - 170928.412259	0.000685	0.596487
dan - 170928.413382	0.000671	0.597404
dan - 170928.414515	0.000678	0.598308
dan - 170928.415657	0.000684	0.599222
dan - 170928.416791	0.000681	0.600136
dan - 170928.417942	0.000692	0.601037
dan - 170928.419107	0.000702	0.601987
dan - 170928.420236	0.000680	0.602882
dan - 170928.421377	0.000689	0.603783
dan - 170928.422523	0.000693	0.604699
dan - 170928.423664	0.000691	0.605605
dan - 170928.424808	0.000694	0.606515
dan - 170928.425951	0.000694	0.607425
dan - 170928.427101	0.000700	0.608344
dan - 170928.428226	0.000685	0.609236
dan - 170928.429367	0.000697	0.610133
dan - 170928.430514	0.000701	0.611042
dan - 170928.431634	0.000685	0.611934
dan - 170928.432785	0.000706	0.612841
dan - 170928.433927	0.000701	0.613742
dan - 170928.435093	0.000716	0.614668
dan - 170928.436222	0.000695	0.615554
dan - 170928.437363	0.000703	0.616452
dan - 170928.438496	0.000699	0.617347
dan - 170928.439645	0.000710	0.618244
dan - 170928.440785	0.000706	0.619140
dan - 170928.441909	0.000697	0.620029
dan - 170928.443116	0.000750	0.620979
dan - 170928.444257	0.000709	0.621862
dan - 170928.445391	0.000706	0.622756
dan - 170928.446531	0.000711	0.623641
dan - 170928.447663	0.000707	0.624524
dan - 170928.448806	0.000715	0.625408
dan - 170928.449950	0.000716	0.626324
dan - 170928.451112	0.000729	0.627229
dan - 170928.452241	0.000709	0.628109
dan - 170928.453377	0.000715	0.628986
dan - 170928.454522	0.000721	0.629881
dan - 170928.455661	0.000719	0.630766
dan - 170928.456797	0.000718	0.631642
dan - 170928.457934	0.000719	0.632529
dan - 170928.459093	0.000734	0.633420
dan - 170928.460230	0.000721	0.634291
dan - 170928.461357	0.000716	0.635164
dan - 170928.462523	0.000742	0.636056
dan - 170928.463897	0.000875	0.637128
dan - 170928.465081	0.000755	0.638006
dan - 170928.466289	0.000772	0.638972
dan - 170928.467436	0.000734	0.639846
dan - 170928.468575	0.000730	0.640724
dan - 170928.469713	0.000730	0.641595
dan - 170928.470853	0.000732	0.642468
dan - 170928.471990	0.000731	0.643341
dan - 170928.473123	0.000730	0.644215
dan - 170928.474295	0.000756	0.645097
dan - 170928.475415	0.000724	0.645966
dan - 170928.476666	0.000809	0.646917
dan - 170928.477807	0.000739	0.647789
dan - 170928.478943	0.000737	0.648660
dan - 170928.480110	0.000758	0.649542
dan - 170928.481239	0.000734	0.650403
dan - 170928.482377	0.000741	0.651260
dan - 170928.483525	0.000748	0.652137
dan - 170928.484674	0.000751	0.653005
dan - 170928.485810	0.000743	0.653871
dan - 170928.486961	0.000754	0.654736
dan - 170928.488112	0.000754	0.655606
dan - 170928.489237	0.000738	0.656455
dan - 170928.490376	0.000749	0.657307
dan - 170928.491516	0.000750	0.658164
dan - 170928.492658	0.000753	0.659026
dan - 170928.493805	0.000756	0.659888
dan - 170928.494940	0.000750	0.660746
dan - 170928.496102	0.000769	0.661615
dan - 170928.497231	0.000748	0.662460
dan - 170928.498373	0.000757	0.663313
dan - 170928.499506	0.000753	0.664165
dan - 170928.500648	0.000759	0.665012
dan - 170928.501770	0.000747	0.665856
dan - 170928.502905	0.000757	0.666709
dan - 170928.504118	0.000810	0.667605
dan - 170928.505245	0.000753	0.668446
dan - 170928.506402	0.000774	0.669297
dan - 170928.507602	0.000804	0.670191
dan - 170928.508760	0.000777	0.671053
dan - 170928.509916	0.000777	0.671912
dan - 170928.511125	0.000813	0.672791
dan - 170928.512290	0.000785	0.673651
dan - 170928.513434	0.000771	0.674508
dan - 170928.514568	0.000766	0.675349
dan - 170928.515701	0.000767	0.676185
dan - 170928.516844	0.000773	0.677019
dan - 170928.517986	0.000774	0.677859
dan - 170928.519146	0.000787	0.678726
dan - 170928.520277	0.000769	0.679556
dan - 170928.521412	0.000772	0.680383
dan - 170928.522549	0.000775	0.681211
dan - 170928.523701	0.000785	0.682059
dan - 170928.524847	0.000783	0.682895
dan - 170928.526100	0.000857	0.683742
dan - 170928.527117	0.000696	0.684553
dan - 170928.528242	0.000771	0.685372
dan - 170928.529373	0.000776	0.686194
dan - 170928.530506	0.000778	0.687017
dan - 170928.531659	0.000794	0.687850
dan - 170928.532795	0.000782	0.688672
dan - 170928.533944	0.000792	0.689511
dan - 170928.535112	0.000806	0.690358
dan - 170928.536242	0.000781	0.691172
dan - 170928.537376	0.000785	0.691995
dan - 170928.538516	0.000790	0.692812
dan - 170928.539654	0.000790	0.693630
dan - 170928.540772	0.000777	0.694443
dan - 170928.541907	0.000789	0.695261
dan - 170928.543105	0.000834	0.696119
dan - 170928.544232	0.000785	0.696927
dan - 170928.545367	0.000792	0.697743
dan - 170928.546506	0.000796	0.698552
dan - 170928.547636	0.000790	0.699363
dan - 170928.548782	0.000802	0.700181
dan - 170928.550118	0.000937	0.701141
dan - 170928.551246	0.000792	0.701940
dan - 170928.552380	0.000797	0.702747
dan - 170928.553517	0.000800	0.703560
dan - 170928.554653	0.000800	0.704362
dan - 170928.555788	0.000801	0.705164
dan - 170928.556933	0.000808	0.705972
dan - 170928.558114	0.000835	0.706821
dan - 170928.559248	0.000803	0.707617
dan - 170928.560384	0.000804	0.708415
dan - 170928.561525	0.000809	0.709217
dan - 170928.562649	0.000798	0.710016
dan - 170928.563783	0.000806	0.710814
dan - 170928.564927	0.000814	0.711612
dan - 170928.566096	0.000833	0.712430
dan - 170928.567224	0.000804	0.713227
dan - 170928.568365	0.000814	0.714025
dan - 170928.569508	0.000817	0.714824
dan - 170928.570651	0.000818	0.715624
dan - 170928.571791	0.000816	0.716417
dan - 170928.572935	0.000821	0.717217
dan - 170928.574101	0.000837	0.718024
dan - 170928.575227	0.000810	0.718819
dan - 170928.576779	0.001117	0.719800
dan - 170928.577812	0.000744	0.720596
dan - 170928.578938	0.000812	0.721384
dan - 170928.580105	0.000843	0.722205
dan - 170928.581234	0.000816	0.722980
dan - 170928.582369	0.000822	0.723760
dan - 170928.583516	0.000831	0.724557
dan - 170928.584672	0.000839	0.725346
dan - 170928.585815	0.000830	0.726133
dan - 170928.586959	0.000831	0.726916
dan - 170928.588125	0.000848	0.727729
dan - 170928.589265	0.000830	0.728509
dan - 170928.590426	0.000847	0.729293
dan - 170928.591573	0.000837	0.730077
dan - 170928.592705	0.000827	0.730856
dan - 170928.593875	0.000855	0.731635
dan - 170928.595000	0.000824	0.732413
dan - 170928.596120	0.000821	0.733184
dan - 170928.597248	0.000828	0.733949
dan - 170928.598372	0.000826	0.734714
dan - 170928.599504	0.000832	0.735481
dan - 170928.600642	0.000838	0.736247
dan - 170928.601775	0.000835	0.737017
dan - 170928.602928	0.000851	0.737796
dan - 170928.604087	0.000856	0.738578
dan - 170928.605216	0.000835	0.739339
dan - 170928.606356	0.000843	0.740106
dan - 170928.607487	0.000838	0.740866
dan - 170928.608625	0.000844	0.741625
dan - 170928.609768	0.000848	0.742391
dan - 170928.610910	0.000849	0.743154
dan - 170928.612105	0.000889	0.743965
dan - 170928.613238	0.000844	0.744713
dan - 170928.614372	0.000845	0.745471
dan - 170928.615504	0.000845	0.746226
dan - 170928.616650	0.000856	0.746988
dan - 170928.617775	0.000841	0.747737
dan - 170928.618905	0.000846	0.748487
dan - 170928.620094	0.000891	0.749236
dan - 170928.621322	0.000921	0.750081
dan - 170928.622442	0.000841	0.750833
dan - 170928.623577	0.000853	0.751577
dan - 170928.624717	0.000858	0.752324
dan - 170928.625857	0.000859	0.753074
dan - 170928.627069	0.000913	0.753835
dan - 170928.628128	0.000799	0.754571
dan - 170928.629267	0.000860	0.755309
dan - 170928.630402	0.000858	0.756059
dan - 170928.631526	0.000851	0.756797
dan - 170928.632664	0.000862	0.757540
dan - 170928.633797	0.000859	0.758282
dan - 170928.634944	0.000870	0.759026
dan - 170928.636103	0.000881	0.759781
dan - 170928.637228	0.000856	0.760512
dan - 170928.638369	0.000868	0.761247
dan - 170928.639514	0.000872	0.761989
dan - 170928.640657	0.000872	0.762729
dan - 170928.641799	0.000872	0.763464
dan - 170928.642943	0.000874	0.764202
dan - 170928.644107	0.000890	0.764950
dan - 170928.645228	0.000858	0.765681
dan - 170928.646356	0.000865	0.766411
dan - 170928.647490	0.000870	0.767135
dan - 170928.648628	0.000874	0.767860
dan - 170928.649771	0.000879	0.768591
dan - 170928.650914	0.000879	0.769322
dan - 170928.652127	0.000934	0.770092
dan - 170928.653238	0.000856	0.770809
dan - 170928.654369	0.000873	0.771529
dan - 170928.655507	0.000879	0.772248
dan - 170928.656652	0.000885	0.772980
dan - 170928.657794	0.000884	0.773697
dan - 170928.658940	0.000887	0.774424
dan - 170928.660089	0.000891	0.775156
dan - 170928.661218	0.000876	0.775871
dan - 170928.662359	0.000886	0.776590
dan - 170928.663493	0.000881	0.777302
dan - 170928.664635	0.000889	0.778015
dan - 170928.665774	0.000887	0.778728
dan - 170928.666914	0.000889	0.779445
dan - 170928.668127	0.000946	0.780200
dan - 170928.669237	0.000867	0.780903
dan - 170928.670371	0.000886	0.781610
dan - 170928.671511	0.000892	0.782314
dan - 170928.672631	0.000877	0.783018
dan - 170928.673777	0.000899	0.783731
dan - 170928.674908	0.000887	0.784432
dan - 170928.676139	0.000966	0.785193
dan - 170928.677292	0.000907	0.785902
